OrderID,Product,Category,Sales,Quantity,City,OutletSize,Rating,FatContent,Month
110,Juice,Beverages,550,7,Lucknow,Small,3.7,Regular,Nov
111,Juice,Beverages,757,6,Bangalore,Large,4.2,Regular,Jan
112,Oil,Grocery,540,4,Lucknow,Large,3.8,Regular,Feb
113,Sugar,Grocery,534,8,Pune,Large,4.3,Low Fat,Dec
114,Orange,Fruits,241,2,Jaipur,Medium,4.4,Regular,Feb
115,Sugar,Grocery,555,9,Chennai,Medium,4.9,Regular,Jan
116,Milk,Dairy,295,5,Hyderabad,Medium,4.4,Regular,Mar
117,Butter,Dairy,649,2,Jaipur,Medium,3.6,Low Fat,May
118,Biscuits,Bakery,466,2,Pune,Large,4.5,Low Fat,Mar
119,Sugar,Grocery,606,2,Bangalore,Large,3.8,Low Fat,Mar
120,Banana,Fruits,374,9,Hyderabad,Large,4.6,Regular,Jun
121,Cheese,Dairy,425,8,Bangalore,Large,3.8,Regular,Oct
122,Onion,Vegetables,366,9,Delhi,Small,4.0,Low Fat,Oct
123,Carrot,Vegetables,785,10,Delhi,Small,4.5,Low Fat,May
124,Salt,Grocery,143,2,Hyderabad,Small,4.8,Regular,Sep
125,Orange,Fruits,777,5,Bhopal,Medium,3.9,Low Fat,Jun
126,Biscuits,Bakery,915,1,Mumbai,Medium,3.5,Regular,Feb
127,Juice,Beverages,247,4,Chennai,Small,4.5,Low Fat,Jul
128,Shampoo,Personal Care,679,9,Bhopal,Small,4.7,Low Fat,Jul
129,Rice,Grocery,753,3,Hyderabad,Small,3.7,Low Fat,Nov
130,Oil,Grocery,244,8,Delhi,Small,3.8,Regular,Apr
131,Paneer,Dairy,538,8,Pune,Large,4.3,Regular,Sep
132,Oil,Grocery,716,6,Lucknow,Large,4.4,Low Fat,Oct
133,Potato,Vegetables,620,1,Hyderabad,Large,4.1,Regular,Jun
134,Orange,Fruits,786,4,Lucknow,Medium,4.8,Low Fat,Nov
135,Salt,Grocery,182,10,Jaipur,Small,4.3,Regular,Oct
136,Juice,Beverages,737,6,Lucknow,Medium,4.4,Low Fat,Sep
137,Biscuits,Bakery,911,2,Mumbai,Medium,4.6,Low Fat,Jul
138,Eggs,Protein,952,9,Mumbai,Large,3.8,Low Fat,Jun
139,Cheese,Dairy,207,7,Chennai,Medium,3.7,Low Fat,Feb
140,Coffee,Grocery,406,7,Delhi,Medium,3.8,Regular,Feb
141,Sugar,Grocery,406,2,Delhi,Medium,4.4,Regular,Jul
142,Sugar,Grocery,612,5,Lucknow,Large,5.0,Low Fat,Nov
143,Bread,Bakery,671,1,Bangalore,Large,4.7,Regular,Nov
144,Biscuits,Bakery,439,1,Delhi,Large,4.9,Low Fat,Dec
145,Tea,Grocery,758,2,Jaipur,Large,3.6,Low Fat,Feb
146,Curd,Dairy,324,9,Bhopal,Small,4.6,Low Fat,Mar
147,Coffee,Grocery,74,9,Bangalore,Large,4.0,Low Fat,Apr
148,Juice,Beverages,177,1,Bangalore,Large,4.1,Regular,Nov
149,Carrot,Vegetables,683,3,Bangalore,Large,4.1,Regular,Jul
150,Salt,Grocery,840,3,Delhi,Medium,4.8,Regular,Aug
151,Coffee,Grocery,699,5,Lucknow,Large,4.6,Low Fat,Mar
152,Soap,Personal Care,922,1,Bangalore,Large,4.7,Regular,Dec
153,Mango,Fruits,673,9,Bhopal,Large,3.7,Low Fat,Jun
154,Butter,Dairy,870,6,Jaipur,Large,5.0,Low Fat,May
155,Soap,Personal Care,960,10,Delhi,Small,4.6,Low Fat,Oct
156,Carrot,Vegetables,645,2,Lucknow,Large,5.0,Regular,May
157,Juice,Beverages,490,1,Mumbai,Small,4.9,Low Fat,Jun
158,Potato,Vegetables,860,5,Delhi,Large,4.6,Regular,Sep
159,Juice,Beverages,349,3,Pune,Small,3.7,Regular,Jan
160,Orange,Fruits,958,8,Jaipur,Medium,5.0,Low Fat,Jan
161,Cheese,Dairy,870,5,Mumbai,Large,4.4,Low Fat,Oct
162,Banana,Fruits,302,7,Indore,Small,3.8,Regular,Mar
163,Milk,Dairy,752,8,Jaipur,Medium,4.9,Low Fat,Jun
164,Potato,Vegetables,548,4,Lucknow,Large,4.6,Regular,Jan
165,Juice,Beverages,800,4,Jaipur,Small,4.6,Low Fat,Dec
166,Mango,Fruits,533,4,Lucknow,Small,4.3,Regular,Nov
167,Coffee,Grocery,396,3,Bhopal,Small,4.2,Regular,Feb
168,Orange,Fruits,570,9,Chennai,Medium,4.1,Low Fat,Apr
169,Carrot,Vegetables,397,3,Mumbai,Small,3.5,Regular,Apr
170,Carrot,Vegetables,706,8,Mumbai,Large,4.0,Regular,Mar
171,Paneer,Dairy,518,7,Chennai,Large,5.0,Regular,Feb
172,Apple,Fruits,833,6,Delhi,Large,4.8,Low Fat,Sep
173,Bread,Bakery,798,3,Mumbai,Large,4.9,Regular,Jul
174,Coffee,Grocery,639,6,Jaipur,Large,4.6,Low Fat,Jul
175,Carrot,Vegetables,651,9,Bhopal,Small,4.8,Regular,Feb
176,Rice,Grocery,717,4,Lucknow,Medium,4.0,Regular,Jan
177,Rice,Grocery,776,4,Pune,Small,3.9,Regular,Apr
178,Butter,Dairy,130,2,Bhopal,Medium,4.6,Regular,Oct
179,Apple,Fruits,289,4,Lucknow,Large,4.4,Low Fat,Nov
180,Mango,Fruits,658,1,Lucknow,Medium,3.6,Regular,Jul
181,Milk,Dairy,499,9,Indore,Small,4.7,Regular,Apr
182,Potato,Vegetables,505,1,Mumbai,Small,4.3,Low Fat,Jul
183,Shampoo,Personal Care,752,6,Bangalore,Small,4.4,Regular,Jun
184,Eggs,Protein,222,5,Pune,Medium,4.0,Low Fat,Feb
185,Juice,Beverages,910,3,Chennai,Medium,4.4,Regular,Oct
186,Eggs,Protein,941,4,Mumbai,Medium,3.6,Regular,Apr
187,Milk,Dairy,863,2,Bhopal,Medium,4.6,Regular,May
188,Butter,Dairy,609,3,Bhopal,Medium,4.9,Regular,Sep
189,Rice,Grocery,117,2,Bangalore,Small,4.4,Regular,Jan
190,Bread,Bakery,628,8,Lucknow,Large,4.4,Regular,Nov
191,Coffee,Grocery,602,7,Bangalore,Large,4.5,Regular,Oct
192,Juice,Beverages,666,5,Lucknow,Small,4.8,Regular,Jul
193,Butter,Dairy,122,1,Delhi,Large,4.9,Low Fat,Mar
194,Shampoo,Personal Care,866,8,Mumbai,Large,4.1,Regular,Dec
195,Eggs,Protein,866,10,Mumbai,Small,3.8,Low Fat,Sep
196,Shampoo,Personal Care,921,7,Indore,Medium,3.6,Low Fat,Jul
197,Salt,Grocery,228,3,Jaipur,Medium,4.4,Regular,Aug
198,Shampoo,Personal Care,136,4,Lucknow,Large,3.9,Low Fat,Aug
199,Apple,Fruits,359,2,Bhopal,Medium,4.5,Regular,Mar
200,Rice,Grocery,904,9,Mumbai,Small,4.0,Regular,Sep
201,Eggs,Protein,346,6,Delhi,Small,3.9,Low Fat,Nov
202,Biscuits,Bakery,236,7,Pune,Small,3.8,Regular,Jun
203,Milk,Dairy,623,8,Bhopal,Small,4.8,Regular,Apr
204,Shampoo,Personal Care,230,3,Bhopal,Medium,4.4,Regular,Mar
205,Banana,Fruits,761,10,Bangalore,Large,3.6,Low Fat,Feb
206,Banana,Fruits,721,5,Indore,Medium,4.2,Low Fat,Dec
207,Juice,Beverages,955,8,Bangalore,Small,3.6,Regular,Sep
208,Orange,Fruits,885,3,Delhi,Medium,3.8,Low Fat,Feb
209,Sugar,Grocery,717,1,Jaipur,Medium,4.2,Low Fat,Mar
210,Biscuits,Bakery,748,5,Bangalore,Medium,3.7,Low Fat,Jul
211,Cheese,Dairy,252,8,Delhi,Medium,3.8,Regular,Jan
212,Oil,Grocery,953,9,Indore,Medium,4.9,Low Fat,Dec
213,Carrot,Vegetables,879,6,Mumbai,Medium,3.5,Regular,Sep
214,Coffee,Grocery,236,8,Jaipur,Small,4.6,Regular,Aug
215,Curd,Dairy,851,2,Bangalore,Medium,4.7,Regular,Aug
216,Biscuits,Bakery,630,4,Lucknow,Small,3.9,Regular,Aug
217,Paneer,Dairy,151,3,Delhi,Large,3.5,Regular,Feb
218,Bread,Bakery,663,3,Lucknow,Small,4.1,Regular,Jan
219,Soap,Personal Care,107,4,Mumbai,Small,4.2,Low Fat,Dec
220,Soap,Personal Care,751,1,Pune,Medium,4.7,Regular,Apr
221,Oil,Grocery,537,2,Lucknow,Small,4.3,Low Fat,Oct
222,Juice,Beverages,451,9,Chennai,Large,4.8,Low Fat,Jun
223,Sugar,Grocery,805,3,Hyderabad,Small,4.9,Low Fat,Sep
224,Mango,Fruits,398,4,Hyderabad,Large,3.9,Regular,Jan
225,Milk,Dairy,202,3,Bangalore,Small,4.6,Regular,Oct
226,Biscuits,Bakery,505,6,Jaipur,Small,3.8,Low Fat,Sep
227,Tea,Grocery,683,7,Mumbai,Large,4.4,Low Fat,Jan
228,Cheese,Dairy,903,7,Bhopal,Large,4.8,Regular,Mar
229,Rice,Grocery,63,7,Bhopal,Medium,4.1,Regular,Feb
230,Rice,Grocery,968,5,Hyderabad,Large,3.5,Low Fat,Aug
231,Potato,Vegetables,386,2,Mumbai,Large,4.7,Low Fat,Jan
232,Butter,Dairy,209,9,Delhi,Medium,4.7,Regular,Oct
233,Cheese,Dairy,407,2,Bhopal,Medium,3.6,Regular,Nov
234,Oil,Grocery,146,7,Pune,Large,4.3,Regular,Nov
235,Coffee,Grocery,106,1,Mumbai,Medium,3.6,Regular,May
236,Mango,Fruits,136,9,Mumbai,Medium,4.1,Low Fat,Mar
237,Mango,Fruits,570,3,Pune,Medium,4.8,Regular,Oct
238,Curd,Dairy,196,3,Bangalore,Large,4.3,Low Fat,May
239,Cheese,Dairy,309,1,Bhopal,Small,3.6,Low Fat,Apr
240,Mango,Fruits,1000,8,Mumbai,Medium,3.7,Low Fat,Jun
241,Soap,Personal Care,262,3,Bangalore,Medium,3.7,Low Fat,Jan
242,Banana,Fruits,952,5,Jaipur,Medium,4.2,Low Fat,Feb
243,Coffee,Grocery,510,6,Delhi,Large,4.2,Regular,May
244,Juice,Beverages,455,7,Lucknow,Medium,4.9,Regular,Oct
245,Oil,Grocery,807,7,Pune,Small,4.0,Regular,Dec
246,Tomato,Vegetables,633,10,Jaipur,Medium,3.6,Low Fat,Aug
247,Onion,Vegetables,689,6,Mumbai,Small,4.6,Regular,Jul
248,Banana,Fruits,160,5,Bangalore,Large,4.0,Low Fat,Jun
249,Oil,Grocery,345,6,Chennai,Medium,3.8,Low Fat,Jan
250,Bread,Bakery,937,6,Hyderabad,Small,4.8,Low Fat,Jul
251,Paneer,Dairy,282,10,Chennai,Small,4.5,Regular,Feb
252,Potato,Vegetables,448,3,Bhopal,Large,4.9,Low Fat,Dec
253,Shampoo,Personal Care,679,7,Jaipur,Medium,4.5,Regular,Jan
254,Rice,Grocery,230,2,Jaipur,Small,4.1,Low Fat,Mar
255,Coffee,Grocery,326,10,Delhi,Medium,4.6,Regular,May
256,Apple,Fruits,64,5,Mumbai,Medium,4.2,Low Fat,May
257,Banana,Fruits,52,8,Bangalore,Medium,4.6,Low Fat,Jun
258,Orange,Fruits,680,9,Bangalore,Large,3.5,Low Fat,Nov
259,Shampoo,Personal Care,357,3,Bangalore,Medium,4.1,Low Fat,May
260,Oil,Grocery,87,3,Jaipur,Medium,3.9,Regular,Nov
261,Banana,Fruits,130,5,Lucknow,Medium,4.4,Regular,Mar
262,Butter,Dairy,620,5,Mumbai,Medium,3.8,Low Fat,Aug
263,Cheese,Dairy,765,2,Mumbai,Medium,4.5,Regular,Jul
264,Rice,Grocery,284,4,Bangalore,Large,3.5,Low Fat,Sep
265,Juice,Beverages,416,7,Lucknow,Medium,4.6,Regular,Apr
266,Tea,Grocery,51,8,Bangalore,Small,3.9,Regular,Aug
267,Biscuits,Bakery,911,3,Jaipur,Small,3.6,Low Fat,Jul
268,Tea,Grocery,703,9,Delhi,Small,4.0,Regular,Jan
269,Butter,Dairy,227,7,Pune,Medium,4.0,Regular,Mar
270,Butter,Dairy,303,9,Delhi,Large,3.6,Regular,Mar
271,Milk,Dairy,194,2,Mumbai,Medium,4.5,Low Fat,May
272,Paneer,Dairy,919,6,Lucknow,Large,3.7,Regular,Sep
273,Apple,Fruits,866,3,Hyderabad,Large,4.9,Regular,Sep
274,Onion,Vegetables,436,7,Mumbai,Small,3.8,Low Fat,Oct
275,Coffee,Grocery,432,8,Lucknow,Large,3.6,Regular,Jun
276,Cheese,Dairy,997,10,Jaipur,Small,3.6,Regular,Jan
277,Salt,Grocery,171,7,Jaipur,Small,4.4,Regular,Jul
278,Butter,Dairy,101,7,Delhi,Medium,4.7,Regular,Aug
279,Mango,Fruits,381,1,Jaipur,Small,4.7,Low Fat,Oct
280,Apple,Fruits,642,6,Lucknow,Medium,4.3,Low Fat,Jan
281,Milk,Dairy,292,7,Hyderabad,Medium,4.8,Low Fat,Dec
282,Butter,Dairy,125,5,Mumbai,Small,3.5,Regular,Mar
283,Curd,Dairy,687,3,Indore,Small,3.7,Low Fat,Dec
284,Shampoo,Personal Care,256,3,Pune,Small,4.5,Low Fat,Jul
285,Banana,Fruits,983,7,Lucknow,Small,4.5,Low Fat,Sep
286,Coffee,Grocery,76,6,Indore,Large,4.1,Low Fat,Feb
287,Mango,Fruits,391,10,Delhi,Medium,4.2,Regular,Jun
288,Tomato,Vegetables,455,1,Jaipur,Large,3.9,Regular,Nov
289,Soap,Personal Care,374,7,Lucknow,Large,3.9,Low Fat,Apr
290,Mango,Fruits,822,9,Lucknow,Large,4.5,Low Fat,Jan
291,Sugar,Grocery,526,10,Jaipur,Medium,4.8,Low Fat,Nov
292,Tea,Grocery,263,3,Chennai,Medium,4.0,Regular,May
293,Salt,Grocery,146,9,Pune,Medium,4.7,Low Fat,Mar
294,Apple,Fruits,630,9,Bangalore,Large,4.1,Low Fat,Jun
295,Soap,Personal Care,83,4,Hyderabad,Large,3.8,Regular,Jul
296,Cheese,Dairy,978,2,Hyderabad,Medium,4.8,Regular,Jan
297,Coffee,Grocery,802,3,Bangalore,Large,4.8,Low Fat,Sep
298,Eggs,Protein,690,2,Bhopal,Large,4.7,Low Fat,Apr
299,Butter,Dairy,520,1,Bangalore,Small,4.1,Regular,Nov
300,Tea,Grocery,295,6,Hyderabad,Small,3.9,Regular,Oct
301,Banana,Fruits,680,4,Chennai,Small,4.8,Low Fat,Apr
302,Butter,Dairy,932,7,Lucknow,Medium,4.5,Low Fat,Jun
303,Onion,Vegetables,963,6,Mumbai,Large,3.5,Regular,Mar
304,Potato,Vegetables,305,1,Indore,Medium,4.3,Regular,Mar
305,Eggs,Protein,491,3,Pune,Small,4.4,Low Fat,May
306,Orange,Fruits,54,4,Indore,Large,3.6,Regular,Apr
307,Soap,Personal Care,255,7,Jaipur,Medium,4.3,Low Fat,Oct
308,Paneer,Dairy,578,4,Pune,Small,4.8,Regular,Nov
309,Mango,Fruits,98,2,Delhi,Large,3.7,Regular,May
310,Coffee,Grocery,717,7,Delhi,Medium,3.9,Regular,Dec
311,Oil,Grocery,263,8,Delhi,Small,4.5,Low Fat,Nov
312,Apple,Fruits,521,7,Delhi,Medium,3.6,Low Fat,Sep
313,Oil,Grocery,497,4,Chennai,Medium,3.9,Regular,Apr
314,Mango,Fruits,852,10,Bhopal,Medium,4.8,Low Fat,Oct
315,Salt,Grocery,913,6,Lucknow,Small,4.8,Regular,Oct
316,Shampoo,Personal Care,66,9,Hyderabad,Small,3.7,Low Fat,Aug
317,Milk,Dairy,185,8,Delhi,Large,4.5,Low Fat,Feb
318,Banana,Fruits,976,10,Bangalore,Medium,3.6,Low Fat,Oct
319,Tomato,Vegetables,399,9,Jaipur,Small,5.0,Low Fat,May
320,Eggs,Protein,323,6,Mumbai,Medium,4.2,Low Fat,May
321,Eggs,Protein,536,10,Chennai,Large,4.9,Low Fat,Nov
322,Orange,Fruits,456,8,Indore,Large,4.5,Low Fat,Oct
323,Mango,Fruits,331,6,Jaipur,Medium,4.2,Regular,Aug
324,Potato,Vegetables,622,9,Indore,Small,5.0,Low Fat,Oct
325,Tomato,Vegetables,707,9,Bhopal,Small,3.7,Regular,Mar
326,Onion,Vegetables,316,9,Jaipur,Small,3.8,Low Fat,Sep
327,Curd,Dairy,416,2,Bhopal,Small,4.5,Low Fat,Feb
328,Milk,Dairy,589,1,Pune,Large,4.1,Low Fat,Nov
329,Mango,Fruits,695,4,Delhi,Medium,4.1,Regular,Jun
330,Rice,Grocery,332,4,Jaipur,Small,3.7,Low Fat,Jun
331,Oil,Grocery,411,3,Indore,Small,3.5,Regular,Mar
332,Orange,Fruits,223,8,Bangalore,Large,4.7,Low Fat,Jan
333,Biscuits,Bakery,129,4,Mumbai,Large,3.6,Low Fat,Feb
334,Bread,Bakery,854,9,Bangalore,Large,3.6,Low Fat,Jan
335,Cheese,Dairy,498,5,Indore,Medium,4.2,Regular,Apr
336,Tea,Grocery,583,2,Indore,Small,3.7,Regular,Feb
337,Oil,Grocery,663,6,Chennai,Large,4.4,Regular,Jun
338,Potato,Vegetables,714,8,Chennai,Large,3.5,Regular,May
339,Onion,Vegetables,585,3,Jaipur,Small,3.9,Regular,Feb
340,Salt,Grocery,680,10,Hyderabad,Large,4.1,Low Fat,Aug
341,Milk,Dairy,441,5,Mumbai,Large,5.0,Low Fat,Dec
342,Mango,Fruits,188,5,Bangalore,Medium,4.9,Regular,Oct
343,Sugar,Grocery,877,9,Delhi,Large,4.6,Regular,May
344,Mango,Fruits,458,2,Mumbai,Small,3.5,Low Fat,Feb
345,Eggs,Protein,936,9,Pune,Medium,3.8,Low Fat,Jun
346,Sugar,Grocery,967,3,Indore,Small,4.6,Low Fat,Feb
347,Oil,Grocery,597,10,Jaipur,Large,4.8,Regular,Jun
348,Cheese,Dairy,969,10,Jaipur,Small,4.5,Regular,Oct
349,Carrot,Vegetables,897,6,Bangalore,Small,4.3,Low Fat,Jan
350,Apple,Fruits,216,9,Bangalore,Medium,3.6,Regular,Aug
351,Milk,Dairy,972,8,Bhopal,Medium,4.8,Regular,Jul
352,Eggs,Protein,358,8,Chennai,Small,4.1,Low Fat,Jul
353,Tomato,Vegetables,741,8,Delhi,Large,4.0,Low Fat,Dec
354,Milk,Dairy,591,5,Bhopal,Small,4.5,Low Fat,Feb
355,Carrot,Vegetables,312,7,Hyderabad,Medium,3.5,Low Fat,Aug
356,Shampoo,Personal Care,733,4,Lucknow,Medium,4.6,Regular,Feb
357,Oil,Grocery,243,2,Bangalore,Large,4.0,Low Fat,Nov
358,Salt,Grocery,963,9,Bhopal,Large,3.7,Low Fat,Feb
359,Rice,Grocery,554,3,Bhopal,Medium,4.5,Regular,Jun
360,Onion,Vegetables,519,4,Mumbai,Small,4.0,Regular,May
361,Butter,Dairy,883,10,Mumbai,Small,4.0,Low Fat,Feb
362,Paneer,Dairy,371,1,Delhi,Large,4.2,Low Fat,Aug
363,Oil,Grocery,222,9,Chennai,Medium,4.3,Regular,Oct
364,Coffee,Grocery,536,2,Pune,Medium,4.0,Regular,Apr
365,Banana,Fruits,774,2,Delhi,Small,4.0,Low Fat,Sep
366,Paneer,Dairy,148,1,Pune,Small,4.2,Low Fat,Dec
367,Salt,Grocery,182,8,Chennai,Large,4.9,Low Fat,Jun
368,Salt,Grocery,301,7,Chennai,Small,5.0,Regular,May
369,Potato,Vegetables,426,10,Jaipur,Medium,3.8,Low Fat,Feb
370,Curd,Dairy,538,4,Mumbai,Large,4.8,Low Fat,Feb
371,Sugar,Grocery,665,10,Jaipur,Medium,3.6,Low Fat,Jan
372,Onion,Vegetables,857,2,Pune,Large,3.8,Regular,Feb
